type,segmen,day,amount,saldo_awal,drain_ratio,jam,cluster,is_iqr,is_z,is_iso,anomaly_vote,dist,top_reason,anomali,fraud
CASH_OUT,PAYMENT · nominal kecil,17,184589,184589,1.0,22,4,0,0,0,0,2.51,saldo pengirim tidak konsisten secara logika,0,1
CASH_IN,CASH_IN · nominal sedang,13,47796,19726488,0.002,9,0,1,1,0,2,1.72,saldo awal pengirim sangat ekstrem,1,0
TRANSFER,PAYMENT · nominal kecil,14,21580,21580,1.0,12,4,1,0,0,1,2.39,saldo pengirim tidak konsisten secara logika,0,1
TRANSFER,CASH_OUT · nominal besar,11,502221,0,0.0,19,2,0,0,0,0,1.56,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_IN · nominal sedang,6,102321,30339,3.373,11,0,1,0,0,1,1.97,saldo tujuan tidak konsisten secara logika,0,0
PAYMENT,PAYMENT · nominal kecil,11,7489,0,0.0,15,1,0,0,0,0,0.42,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,8,172964,10272623,0.017,18,0,1,1,0,2,0.86,saldo awal pengirim sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,2,293006,0,0.0,12,2,0,0,0,0,0.92,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,6,170335,12171932,0.014,17,0,1,1,0,2,0.69,saldo awal pengirim sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,2,299090,13031225,0.023,17,0,1,1,0,2,0.94,saldo awal pengirim sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,13,124748,10387841,0.012,11,0,1,1,0,2,1.1,saldo awal pengirim sangat ekstrem,1,0
TRANSFER,PAYMENT · nominal kecil,8,364333,364333,1.0,5,4,1,0,1,2,4.09,saldo tujuan tidak konsisten secara logika,1,1
CASH_IN,CASH_IN · nominal sedang,14,37800,9281,4.073,19,0,1,0,0,1,1.63,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,10,118784,490365,0.242,13,4,1,0,0,1,2.71,saldo tujuan sangat ekstrem,0,0
CASH_OUT,PAYMENT · nominal kecil,28,51726,51726,1.0,12,4,0,0,0,0,2.06,saldo pengirim tidak konsisten secara logika,0,1
TRANSFER,PAYMENT · nominal kecil,12,44117,44117,1.0,0,4,1,0,1,2,4.35,saldo pengirim tidak konsisten secara logika,1,1
CASH_OUT,PAYMENT · nominal kecil,9,52954,65059,0.814,10,4,1,0,0,1,3.14,saldo tujuan tidak konsisten secara logika,0,0
CASH_OUT,CASH_OUT · nominal besar,10,196690,0,0.0,12,2,1,0,0,1,0.88,saldo tujuan sangat ekstrem,0,0
CASH_OUT,CASH_OUT · nominal besar,17,182754,0,0.0,16,2,1,1,0,2,0.61,saldo tujuan sangat ekstrem,1,0
TRANSFER,PAYMENT · nominal kecil,27,146096,146096,1.0,12,4,1,0,0,1,3.0,saldo pengirim tidak konsisten secara logika,0,1
CASH_IN,CASH_IN · nominal sedang,1,536290,2351006,0.228,16,0,1,0,0,1,1.07,saldo tujuan tidak konsisten secara logika,0,0
PAYMENT,PAYMENT · nominal kecil,2,14404,26672,0.54,13,4,0,0,0,0,0.8,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,1,190485,131699,1.446,11,0,1,0,0,1,2.17,saldo tujuan sangat ekstrem,0,0
CASH_IN,CASH_IN · nominal sedang,7,253025,9550350,0.026,13,0,1,1,0,2,0.87,saldo awal pengirim sangat ekstrem,1,0
TRANSFER,CASH_OUT · nominal besar,16,227592,0,0.0,12,2,1,1,0,2,1.42,saldo tujuan sangat ekstrem,1,0
TRANSFER,CASH_OUT · nominal besar,1,435109,16861,10.0,7,3,1,0,1,2,3.53,saldo tujuan tidak konsisten secara logika,1,0
PAYMENT,PAYMENT · nominal kecil,13,41725,50131,0.832,9,4,0,0,0,0,1.78,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_OUT · nominal besar,20,127393,0,0.0,13,2,0,0,0,0,1.26,menguras hampir seluruh saldo,0,0
PAYMENT,PAYMENT · nominal kecil,7,31393,52995,0.592,20,4,0,0,0,0,1.3,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_OUT · nominal besar,10,3358912,0,0.0,20,2,1,1,0,2,2.41,nominal transaksi sangat ekstrem,1,0
PAYMENT,PAYMENT · nominal kecil,16,2576,3108,0.829,14,4,0,0,0,0,1.1,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_IN · nominal sedang,24,1489916,1489916,1.0,23,0,1,1,1,3,4.11,saldo tujuan tidak konsisten secara logika,1,1
CASH_IN,CASH_IN · nominal sedang,2,360805,9737476,0.037,18,0,1,1,0,2,1.14,saldo awal pengirim sangat ekstrem,1,0
CASH_OUT,PAYMENT · nominal kecil,18,671407,671407,1.0,16,4,1,0,0,1,2.97,nominal transaksi sangat ekstrem,0,1
CASH_OUT,CASH_OUT · nominal besar,12,197390,0,0.0,16,2,0,0,0,0,0.41,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,17,104106,17542,5.935,15,3,1,1,0,2,1.44,saldo tujuan sangat ekstrem,1,0
TRANSFER,CASH_OUT · nominal besar,7,2721086,0,0.0,20,2,1,1,0,2,2.29,nominal transaksi sangat ekstrem,1,0
TRANSFER,CASH_IN · nominal sedang,12,881188,881188,1.0,1,0,1,0,1,2,4.89,saldo tujuan tidak konsisten secara logika,1,1
TRANSFER,CASH_OUT · nominal besar,13,1503950,0,0.0,17,2,1,1,0,2,1.83,saldo tujuan sangat ekstrem,1,0
TRANSFER,CASH_OUT · nominal besar,16,266346,258518,1.03,13,3,0,0,0,0,2.42,saldo pengirim tidak konsisten secara logika,0,0
PAYMENT,PAYMENT · nominal kecil,9,15683,0,0.0,18,1,0,0,0,0,0.84,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,13,134751,9616640,0.014,12,0,1,1,0,2,0.92,saldo awal pengirim sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,11,2914654,2914654,1.0,22,3,1,1,0,2,3.99,nominal transaksi sangat ekstrem,1,1
CASH_OUT,CASH_OUT · nominal besar,16,104071,0,0.0,9,2,0,0,0,0,1.52,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,2,119076,0,0.0,13,2,1,1,0,2,0.79,saldo tujuan sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,10,262771,33056,7.949,16,3,0,0,0,0,1.46,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,9,184994,30892,5.988,18,3,0,0,0,0,1.26,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,11,103274,0,0.0,18,2,1,1,0,2,0.82,saldo tujuan sangat ekstrem,1,0
PAYMENT,PAYMENT · nominal kecil,8,370,0,0.0,20,1,0,0,0,0,2.17,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_OUT · nominal besar,17,230375,5010,10.0,17,3,1,0,0,1,2.48,menguras hampir seluruh saldo,0,0
PAYMENT,PAYMENT · nominal kecil,1,8042,416761,0.019,10,4,0,0,0,0,1.4,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,15,327429,13598073,0.024,9,0,1,1,0,2,1.69,saldo awal pengirim sangat ekstrem,1,0
TRANSFER,CASH_OUT · nominal besar,1,1566408,0,0.0,8,2,1,0,1,2,3.8,nominal transaksi sangat ekstrem,1,0
TRANSFER,PAYMENT · nominal kecil,31,404,404,1.0,10,4,1,0,1,2,2.9,saldo pengirim tidak konsisten secara logika,1,1
CASH_OUT,CASH_OUT · nominal besar,28,10000000,10000000,1.0,23,3,1,1,0,2,4.4,nominal transaksi sangat ekstrem,1,1
TRANSFER,CASH_OUT · nominal besar,14,9099943,186970,10.0,15,3,1,1,0,2,3.01,nominal transaksi sangat ekstrem,1,0
TRANSFER,CASH_OUT · nominal besar,11,387286,0,0.0,17,2,1,0,0,1,1.32,saldo tujuan sangat ekstrem,0,0
CASH_OUT,CASH_OUT · nominal besar,16,171383,0,0.0,15,2,0,0,0,0,0.34,menguras hampir seluruh saldo,0,0
PAYMENT,PAYMENT · nominal kecil,8,9422,359401,0.026,17,4,0,0,0,0,0.63,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,10,275690,1608687,0.171,19,0,1,0,0,1,1.11,saldo tujuan tidak konsisten secara logika,0,0
CASH_OUT,CASH_OUT · nominal besar,6,6382,0,0.0,17,2,0,0,0,0,1.94,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,1,21971,11146079,0.002,13,0,1,1,0,2,1.24,saldo awal pengirim sangat ekstrem,1,0
PAYMENT,PAYMENT · nominal kecil,9,1048,31522,0.033,11,4,0,0,0,0,1.68,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,11,4720555,4720555,1.0,9,3,1,1,0,2,4.04,nominal transaksi sangat ekstrem,1,1
CASH_OUT,CASH_OUT · nominal besar,15,51075,505,10.0,11,3,1,0,0,1,1.69,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,9,5393290,5393290,1.0,8,3,1,1,0,2,4.2,nominal transaksi sangat ekstrem,1,1
PAYMENT,PAYMENT · nominal kecil,8,7949,61375,0.13,21,4,0,0,0,0,1.35,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,17,136991,0,0.0,12,2,1,0,0,1,0.88,saldo tujuan sangat ekstrem,0,0
TRANSFER,CASH_OUT · nominal besar,16,790853,11586,10.0,12,3,1,1,0,2,2.09,saldo tujuan sangat ekstrem,1,0
CASH_OUT,PAYMENT · nominal kecil,31,128894,128894,1.0,3,4,0,0,0,0,3.74,saldo pengirim tidak konsisten secara logika,0,1
PAYMENT,PAYMENT · nominal kecil,2,21079,41476,0.508,19,4,0,0,0,0,1.02,menguras hampir seluruh saldo,0,0
PAYMENT,PAYMENT · nominal kecil,15,36084,297783,0.121,14,4,0,0,0,0,0.96,menguras hampir seluruh saldo,0,0
PAYMENT,PAYMENT · nominal kecil,14,4686,315,10.0,0,1,1,0,1,2,4.52,menguras hampir seluruh saldo,1,0
CASH_IN,CASH_OUT · nominal besar,1,322261,23323,10.0,12,3,1,1,0,2,3.26,saldo tujuan tidak konsisten secara logika,1,0
PAYMENT,PAYMENT · nominal kecil,15,6039,165,10.0,19,1,1,0,0,1,2.91,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,11,11509,0,0.0,16,2,0,0,0,0,1.58,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,8,70073,70073,1.0,4,4,0,0,0,0,3.5,saldo pengirim tidak konsisten secara logika,0,1
CASH_IN,CASH_IN · nominal sedang,13,99510,2490916,0.04,20,0,1,0,0,1,1.13,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_OUT · nominal besar,25,550107,25524,10.0,23,3,1,0,0,1,2.51,menguras hampir seluruh saldo,0,0
PAYMENT,PAYMENT · nominal kecil,7,9207,0,0.0,9,1,0,0,0,0,1.51,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,1,145357,10855452,0.013,19,0,1,1,0,2,1.09,saldo awal pengirim sangat ekstrem,1,0
CASH_OUT,PAYMENT · nominal kecil,9,651477,651477,1.0,2,4,1,0,0,1,4.22,nominal transaksi sangat ekstrem,0,1
TRANSFER,CASH_OUT · nominal besar,13,26164,21461,1.219,18,2,1,1,0,2,2.71,saldo tujuan sangat ekstrem,1,0
TRANSFER,CASH_OUT · nominal besar,11,514216,20533,10.0,12,3,1,0,0,1,2.54,menguras hampir seluruh saldo,0,0
PAYMENT,PAYMENT · nominal kecil,6,21132,0,0.0,15,1,0,0,0,0,0.69,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,11,212789,9479381,0.022,19,0,1,0,0,1,1.13,saldo awal pengirim sangat ekstrem,0,0
CASH_OUT,PAYMENT · nominal kecil,15,414394,414394,1.0,5,4,0,0,0,0,3.81,nominal transaksi sangat ekstrem,0,1
CASH_IN,CASH_IN · nominal sedang,16,50332,12152220,0.004,19,0,1,1,0,2,1.09,saldo awal pengirim sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,25,1649040,1649040,1.0,0,3,1,0,1,2,4.99,nominal transaksi sangat ekstrem,1,1
PAYMENT,PAYMENT · nominal kecil,17,415,173,2.4,1,1,0,0,1,1,3.92,saldo pengirim tidak konsisten secara logika,0,0
CASH_OUT,CASH_OUT · nominal besar,16,123018,0,0.0,14,2,0,0,0,0,0.47,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,10,11656,0,0.0,11,2,0,0,0,0,1.85,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,15,203645,26151786,0.008,12,0,1,1,0,2,1.11,saldo awal pengirim sangat ekstrem,1,0
PAYMENT,CASH_OUT · nominal besar,7,22938,3636,6.309,21,3,0,0,0,0,2.53,menguras hampir seluruh saldo,0,0
TRANSFER,PAYMENT · nominal kecil,7,301193,301193,1.0,15,4,1,0,1,2,3.2,saldo tujuan tidak konsisten secara logika,1,1
PAYMENT,PAYMENT · nominal kecil,9,28712,0,0.0,20,1,0,0,0,0,1.38,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_OUT · nominal besar,29,159532,947,10.0,15,3,1,1,0,2,2.72,saldo tujuan sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,17,91715,13425,6.832,19,3,0,0,0,0,1.71,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,10,110519,16198828,0.007,12,0,1,1,0,2,0.96,saldo awal pengirim sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,16,46351,0,0.0,11,2,0,0,0,0,1.33,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,8,5363595,5363595,1.0,12,3,1,1,0,2,3.89,nominal transaksi sangat ekstrem,1,1
TRANSFER,PAYMENT · nominal kecil,2,238718,238718,1.0,15,4,1,0,1,2,3.1,saldo tujuan tidak konsisten secara logika,1,1
PAYMENT,PAYMENT · nominal kecil,12,11789,181868,0.065,19,4,0,0,0,0,0.94,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,7,643775,0,0.0,12,2,1,1,0,2,1.24,saldo tujuan sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,17,453607,9636777,0.047,22,0,1,1,0,2,1.85,saldo awal pengirim sangat ekstrem,1,0
TRANSFER,CASH_IN · nominal sedang,17,4160888,4160888,1.0,22,0,1,1,1,3,4.27,saldo tujuan tidak konsisten secara logika,1,1
CASH_OUT,CASH_OUT · nominal besar,15,1438738,1438738,1.0,22,3,1,0,0,1,3.91,nominal transaksi sangat ekstrem,0,1
CASH_IN,CASH_IN · nominal sedang,11,17750,6791292,0.003,12,0,1,0,0,1,1.4,saldo awal pengirim sangat ekstrem,0,0
CASH_IN,CASH_IN · nominal sedang,17,267580,9890381,0.027,17,0,1,1,0,2,0.82,saldo awal pengirim sangat ekstrem,1,0
TRANSFER,CASH_OUT · nominal besar,17,171991,105612,1.629,14,3,0,0,0,0,2.43,saldo tujuan sangat ekstrem,0,0
CASH_IN,CASH_IN · nominal sedang,22,101503,431989,0.235,22,0,1,0,0,1,1.6,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_OUT · nominal besar,1,2114226,14368,10.0,11,3,1,1,1,3,2.88,nominal transaksi sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,6,63298,0,0.0,17,2,1,1,0,2,0.81,saldo tujuan sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,19,2040374,2040374,1.0,2,3,1,1,0,2,4.65,nominal transaksi sangat ekstrem,1,1
CASH_OUT,PAYMENT · nominal kecil,27,568918,568918,1.0,11,4,1,0,0,1,2.77,nominal transaksi sangat ekstrem,0,1
CASH_OUT,PAYMENT · nominal kecil,30,455387,455387,1.0,20,4,1,0,0,1,2.66,nominal transaksi sangat ekstrem,0,1
PAYMENT,PAYMENT · nominal kecil,7,36866,68010,0.542,23,4,0,0,0,0,1.93,menguras hampir seluruh saldo,0,0
TRANSFER,PAYMENT · nominal kecil,8,98635,98635,1.0,5,4,1,0,1,2,3.66,saldo pengirim tidak konsisten secara logika,1,1
TRANSFER,CASH_OUT · nominal besar,15,2189628,0,0.0,19,2,1,1,0,2,2.1,nominal transaksi sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,6,28067,163,10.0,19,3,1,0,0,1,2.19,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,13,124519,51981,2.395,14,3,0,0,0,0,1.67,saldo tujuan sangat ekstrem,0,0
CASH_OUT,CASH_OUT · nominal besar,10,35913,0,0.0,9,2,0,0,0,0,1.73,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,1,623258,66041,9.437,13,3,1,1,0,2,3.03,saldo tujuan sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,1,113934,19008526,0.006,18,0,1,1,0,2,0.83,saldo awal pengirim sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,12,100514,75572,1.33,13,3,0,0,0,0,2.36,saldo tujuan sangat ekstrem,0,0
TRANSFER,CASH_OUT · nominal besar,14,2486981,0,0.0,15,2,1,1,0,2,2.0,nominal transaksi sangat ekstrem,1,0
PAYMENT,PAYMENT · nominal kecil,16,17207,26258,0.655,15,4,0,0,0,0,0.61,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,7,2118548,2118548,1.0,14,3,1,1,0,2,3.74,saldo tujuan sangat ekstrem,1,1
CASH_OUT,CASH_OUT · nominal besar,7,37891,0,0.0,13,2,1,1,0,2,2.63,saldo tujuan tidak konsisten secara logika,1,0
CASH_OUT,PAYMENT · nominal kecil,16,31316,31316,1.0,5,4,0,0,0,0,3.36,saldo tujuan sangat ekstrem,0,1
CASH_IN,CASH_IN · nominal sedang,11,273169,15296839,0.018,17,0,1,1,0,2,0.91,saldo awal pengirim sangat ekstrem,1,0
TRANSFER,CASH_OUT · nominal besar,15,3729094,0,0.0,14,2,1,1,0,2,2.21,nominal transaksi sangat ekstrem,1,0
CASH_OUT,PAYMENT · nominal kecil,24,55540,55540,1.0,7,4,0,0,0,0,2.95,saldo pengirim tidak konsisten secara logika,0,1
TRANSFER,CASH_OUT · nominal besar,13,723798,0,0.0,17,2,1,1,0,2,1.56,saldo tujuan sangat ekstrem,1,0
CASH_OUT,PAYMENT · nominal kecil,30,66941,66941,1.0,22,4,0,0,0,0,2.76,saldo pengirim tidak konsisten secara logika,0,1
CASH_OUT,CASH_IN · nominal sedang,7,1132312,1132312,1.0,20,0,1,0,0,1,3.34,nominal transaksi sangat ekstrem,0,1
CASH_OUT,PAYMENT · nominal kecil,13,160794,233882,0.688,20,4,1,1,0,2,3.08,saldo tujuan sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,1,359386,3501166,0.103,21,0,1,0,0,1,1.54,saldo tujuan tidak konsisten secara logika,0,0
TRANSFER,CASH_OUT · nominal besar,14,3576760,55064,10.0,9,3,1,1,0,2,2.77,nominal transaksi sangat ekstrem,1,0
PAYMENT,PAYMENT · nominal kecil,16,11036,0,0.0,14,1,0,0,0,0,0.53,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_OUT · nominal besar,10,3559951,7192,10.0,12,3,1,1,0,2,2.67,nominal transaksi sangat ekstrem,1,0
CASH_OUT,PAYMENT · nominal kecil,5,1273674,1273674,1.0,2,4,1,0,1,2,4.33,nominal transaksi sangat ekstrem,1,1
CASH_IN,CASH_IN · nominal sedang,1,169408,46323,3.657,15,0,1,0,0,1,1.04,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,1,204635,0,0.0,23,2,0,0,0,0,1.82,menguras hampir seluruh saldo,0,0
PAYMENT,PAYMENT · nominal kecil,2,87,200791,0.0,16,4,0,0,0,0,2.63,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_IN · nominal sedang,21,732198,732198,1.0,2,0,1,0,1,2,4.71,saldo tujuan tidak konsisten secara logika,1,1
CASH_OUT,PAYMENT · nominal kecil,31,311832,311832,1.0,12,4,0,0,0,0,2.41,saldo pengirim tidak konsisten secara logika,0,1
CASH_OUT,PAYMENT · nominal kecil,1,121627,121627,1.0,16,4,0,0,0,0,2.44,saldo pengirim tidak konsisten secara logika,0,1
PAYMENT,PAYMENT · nominal kecil,6,995,661,1.505,20,1,0,0,0,0,2.09,saldo pengirim tidak konsisten secara logika,0,0
CASH_IN,CASH_IN · nominal sedang,16,258469,16416477,0.016,22,0,1,1,0,2,1.8,saldo awal pengirim sangat ekstrem,1,0
PAYMENT,PAYMENT · nominal kecil,10,14617,59118,0.247,21,4,0,0,0,0,1.36,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,13,17676,0,0.0,19,2,0,0,0,0,1.6,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,14,251943,13473872,0.019,15,0,1,1,0,2,0.74,saldo awal pengirim sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,6,191374,68319,2.801,12,0,1,0,0,1,2.16,saldo tujuan sangat ekstrem,0,0
CASH_OUT,CASH_OUT · nominal besar,2,85801,0,0.0,19,2,1,1,0,2,2.46,saldo tujuan sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,9,237492,0,0.0,12,2,1,1,0,2,0.97,saldo tujuan sangat ekstrem,1,0
PAYMENT,PAYMENT · nominal kecil,16,7691,0,0.0,11,1,0,0,0,0,1.07,menguras hampir seluruh saldo,0,0
TRANSFER,PAYMENT · nominal kecil,8,342675,342675,1.0,15,4,1,0,1,2,3.26,saldo tujuan tidak konsisten secara logika,1,1
TRANSFER,CASH_OUT · nominal besar,1,2118093,29602,10.0,11,3,1,1,0,2,2.26,nominal transaksi sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,6,185383,0,0.0,18,2,0,0,0,0,0.71,menguras hampir seluruh saldo,0,0
PAYMENT,PAYMENT · nominal kecil,13,10528,0,0.0,20,1,0,0,0,0,1.18,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,16,62869,20961552,0.003,21,0,1,1,0,2,1.49,saldo awal pengirim sangat ekstrem,1,0
TRANSFER,CASH_OUT · nominal besar,14,1970615,221679,8.889,11,3,1,0,1,2,2.52,nominal transaksi sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,24,248622,1007551,0.247,18,0,1,1,0,2,1.02,saldo tujuan sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,13,151640,12197984,0.012,21,0,1,1,0,2,1.45,saldo awal pengirim sangat ekstrem,1,0
CASH_OUT,CASH_IN · nominal sedang,2,387952,387952,1.0,20,0,1,0,0,1,3.14,saldo tujuan tidak konsisten secara logika,0,1
TRANSFER,PAYMENT · nominal kecil,23,82764,82764,1.0,19,4,1,0,0,1,2.77,saldo pengirim tidak konsisten secara logika,0,1
CASH_OUT,PAYMENT · nominal kecil,5,105859,105859,1.0,0,4,0,0,0,0,4.36,saldo pengirim tidak konsisten secara logika,0,1
CASH_IN,CASH_IN · nominal sedang,1,166259,10115888,0.016,20,0,1,1,0,2,1.21,saldo awal pengirim sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,16,293293,2027013,0.145,18,0,1,0,0,1,0.91,saldo tujuan tidak konsisten secara logika,0,0
PAYMENT,PAYMENT · nominal kecil,15,3299,11737,0.281,0,4,0,0,0,0,3.69,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,7,56217,692590,0.081,20,0,1,0,0,1,1.18,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,24,972724,972724,1.0,19,4,1,0,0,1,2.95,nominal transaksi sangat ekstrem,0,1
CASH_OUT,CASH_OUT · nominal besar,7,312506,0,0.0,19,2,1,1,0,2,1.06,saldo tujuan sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,1,110234,0,0.0,14,2,0,0,0,0,0.5,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,21,25617,25617,1.0,11,4,0,0,0,0,2.51,saldo tujuan sangat ekstrem,0,1
PAYMENT,PAYMENT · nominal kecil,6,7098,0,0.0,10,1,0,0,0,0,1.29,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,22,159724,159724,1.0,9,4,0,0,0,0,3.0,saldo pengirim tidak konsisten secara logika,0,1
CASH_IN,CASH_IN · nominal sedang,12,229540,19979020,0.011,20,0,1,1,0,2,1.33,saldo awal pengirim sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,1,467658,577866,0.809,22,0,1,0,0,1,1.81,saldo tujuan tidak konsisten secara logika,0,0
TRANSFER,CASH_IN · nominal sedang,13,1454357,1454357,1.0,2,0,1,1,1,3,4.81,saldo tujuan tidak konsisten secara logika,1,1
CASH_IN,CASH_IN · nominal sedang,13,7008,27056292,0.0,17,0,1,1,0,2,1.82,saldo awal pengirim sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,11,138950,3904018,0.036,13,0,1,0,0,1,0.65,saldo awal pengirim sangat ekstrem,0,0
TRANSFER,CASH_OUT · nominal besar,7,711280,137,10.0,20,3,1,0,1,2,2.43,menguras hampir seluruh saldo,1,0
PAYMENT,PAYMENT · nominal kecil,1,2976,195,10.0,11,1,1,0,0,1,3.01,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_OUT · nominal besar,1,427847,382473,1.119,14,3,0,0,0,0,2.45,nominal transaksi sangat ekstrem,0,0
CASH_IN,CASH_IN · nominal sedang,6,152443,19108904,0.008,20,0,1,1,0,2,1.25,saldo awal pengirim sangat ekstrem,1,0
PAYMENT,PAYMENT · nominal kecil,14,734,185812,0.004,19,4,0,0,0,0,1.7,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,15,299759,391986,0.765,18,4,1,0,0,1,3.08,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,14,186204,18141156,0.01,23,0,1,1,0,2,1.95,saldo awal pengirim sangat ekstrem,1,0
CASH_OUT,PAYMENT · nominal kecil,12,199008,651844,0.305,15,4,1,0,0,1,2.08,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,31,59677,59677,1.0,12,4,0,0,0,0,2.51,saldo tujuan sangat ekstrem,0,1
TRANSFER,PAYMENT · nominal kecil,9,188658,188658,1.0,21,4,1,0,1,2,3.24,saldo pengirim tidak konsisten secara logika,1,1
TRANSFER,CASH_OUT · nominal besar,17,494958,24676,10.0,21,3,1,0,0,1,2.02,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,9,135672,8570126,0.016,22,0,1,0,0,1,1.61,saldo awal pengirim sangat ekstrem,0,0
PAYMENT,PAYMENT · nominal kecil,8,14831,0,0.0,9,1,0,0,0,0,1.55,menguras hampir seluruh saldo,0,0
TRANSFER,PAYMENT · nominal kecil,19,14134,14134,1.0,16,4,1,0,0,1,2.16,saldo pengirim tidak konsisten secara logika,0,1
CASH_IN,CASH_OUT · nominal besar,1,246677,807,10.0,15,3,1,0,0,1,2.67,menguras hampir seluruh saldo,0,0
TRANSFER,PAYMENT · nominal kecil,1,241254,570960,0.423,14,4,1,1,1,3,3.79,saldo tujuan tidak konsisten secara logika,1,0
