pc1,pc2,cluster,type,day
-2.459,0.82,4,PAYMENT,13
1.021,-1.887,2,CASH_OUT,8
0.836,-1.962,3,CASH_OUT,6
1.467,1.85,0,CASH_IN,7
1.652,1.348,0,CASH_IN,23
-2.218,-0.966,1,PAYMENT,12
0.853,-0.137,3,CASH_OUT,16
-2.072,1.124,4,PAYMENT,6
1.305,1.981,0,CASH_IN,15
0.345,-1.724,2,CASH_OUT,17
1.452,1.206,0,CASH_IN,7
-0.819,1.938,0,CASH_IN,12
1.259,1.242,0,CASH_IN,16
-2.491,0.875,4,PAYMENT,27
0.488,-1.773,2,CASH_OUT,7
-0.365,0.028,3,PAYMENT,13
1.223,-0.135,3,CASH_OUT,6
0.765,-0.294,3,CASH_OUT,12
-0.561,-0.266,3,PAYMENT,15
1.691,0.04,3,TRANSFER,15
0.944,-1.851,2,CASH_OUT,13
-0.825,0.369,1,PAYMENT,17
-2.371,0.941,4,PAYMENT,14
-2.171,1.126,4,PAYMENT,17
2.782,1.414,3,CASH_IN,15
-0.092,-0.026,3,CASH_OUT,17
0.507,-1.728,2,CASH_OUT,18
0.636,0.049,3,CASH_OUT,17
1.637,1.954,0,CASH_IN,15
-0.165,-1.569,2,CASH_OUT,17
1.705,1.828,0,CASH_IN,14
-1.093,0.129,1,PAYMENT,5
1.516,-0.175,3,CASH_OUT,14
1.211,-0.454,3,CASH_OUT,1
0.86,-0.094,3,CASH_OUT,25
2.063,-0.295,3,CASH_OUT,17
0.799,-1.803,2,CASH_OUT,23
1.686,1.832,0,CASH_IN,14
-0.191,-1.569,2,CASH_OUT,6
-2.945,1.364,4,PAYMENT,1
-2.32,0.828,4,PAYMENT,8
1.571,1.845,0,CASH_IN,10
1.681,1.497,3,CASH_IN,1
-2.279,-0.944,1,PAYMENT,8
1.795,2.031,0,CASH_IN,2
1.471,1.669,0,CASH_IN,8
1.671,1.797,0,CASH_IN,10
-0.739,-1.459,2,CASH_OUT,10
0.994,-1.869,2,CASH_OUT,12
0.989,-1.878,2,CASH_OUT,13
1.541,0.026,3,TRANSFER,12
0.991,-1.892,2,CASH_OUT,13
1.301,-0.121,3,CASH_OUT,10
-1.394,-1.18,1,PAYMENT,9
1.341,1.796,0,CASH_IN,11
-0.583,0.566,4,CASH_OUT,16
1.339,-0.088,3,CASH_OUT,11
1.32,1.814,0,CASH_IN,16
1.991,1.857,0,CASH_IN,9
1.187,-1.938,2,CASH_OUT,16
1.241,2.01,0,CASH_IN,9
1.635,1.636,0,CASH_IN,25
0.688,1.411,0,CASH_IN,14
0.954,-1.861,2,CASH_OUT,11
1.655,1.621,0,CASH_IN,16
0.624,1.928,0,CASH_IN,9
-1.213,-1.219,1,PAYMENT,12
1.3,1.995,0,CASH_IN,17
-2.555,0.703,4,PAYMENT,2
-0.52,0.754,4,CASH_OUT,6
-0.017,-1.603,2,CASH_OUT,15
1.938,0.925,3,CASH_IN,14
1.341,1.727,0,CASH_IN,17
-1.186,-1.258,1,PAYMENT,13
-0.537,0.744,4,CASH_OUT,2
-0.939,0.463,4,CASH_OUT,13
1.098,-1.904,2,CASH_OUT,13
1.6,0.619,3,CASH_IN,16
1.656,2.073,0,CASH_IN,7
-1.82,-1.071,1,PAYMENT,7
2.047,1.295,0,CASH_IN,1
2.361,-0.095,3,TRANSFER,16
-1.688,-1.098,1,PAYMENT,11
1.682,1.508,0,CASH_IN,1
-2.188,-0.97,1,PAYMENT,2
-1.516,-1.138,1,PAYMENT,9
1.9,-0.031,3,TRANSFER,13
-2.513,0.875,4,PAYMENT,12
1.698,-0.108,3,CASH_OUT,16
-2.498,1.021,4,PAYMENT,9
-0.58,0.502,4,CASH_OUT,8
2.012,1.188,3,CASH_IN,13
1.349,-1.948,2,CASH_OUT,17
1.503,-0.66,3,CASH_OUT,20
0.307,-1.714,2,CASH_OUT,1
-2.908,0.948,4,PAYMENT,17
-1.347,-1.209,1,PAYMENT,8
-0.146,0.465,4,CASH_OUT,15
2.187,1.805,0,CASH_IN,14
-1.986,-1.018,1,PAYMENT,11
-1.293,-1.202,1,PAYMENT,6
2.094,1.514,0,CASH_IN,15
-2.152,0.838,4,PAYMENT,1
1.699,1.85,0,CASH_IN,12
1.288,1.835,0,CASH_IN,8
1.777,1.891,0,CASH_IN,7
-0.305,0.502,4,CASH_OUT,15
1.613,-0.518,3,CASH_OUT,9
-1.841,-1.091,1,PAYMENT,6
1.916,1.399,0,CASH_IN,6
2.024,-0.158,3,CASH_OUT,7
1.353,1.575,0,CASH_IN,6
0.905,0.089,3,CASH_OUT,13
0.934,-1.877,2,CASH_OUT,9
-0.643,0.094,3,PAYMENT,13
-2.772,0.918,4,PAYMENT,2
2.227,0.906,3,CASH_IN,15
-3.252,1.18,4,PAYMENT,18
1.904,-0.04,3,TRANSFER,13
-1.897,-1.073,1,PAYMENT,13
-0.448,0.756,4,TRANSFER,11
-2.751,1.041,4,PAYMENT,7
1.427,1.864,0,CASH_IN,4
-0.046,-1.601,2,CASH_OUT,6
0.103,-1.675,2,CASH_OUT,14
-2.734,1.239,4,PAYMENT,14
1.074,0.268,3,TRANSFER,13
0.751,-0.507,3,CASH_OUT,14
0.665,-1.811,2,CASH_OUT,14
1.397,-1.998,2,CASH_OUT,7
2.078,0.039,3,TRANSFER,8
0.866,-1.724,2,TRANSFER,29
-1.469,0.358,1,PAYMENT,12
0.35,-1.594,2,TRANSFER,8
-2.474,1.138,4,PAYMENT,16
0.611,-1.788,2,CASH_OUT,15
-2.137,1.049,4,PAYMENT,2
1.335,-0.048,3,CASH_OUT,10
-1.819,-1.061,1,PAYMENT,8
1.086,-0.424,3,CASH_OUT,12
-2.73,1.149,4,PAYMENT,9
-1.664,-1.093,1,PAYMENT,6
1.859,-0.412,3,CASH_OUT,21
2.553,-0.732,3,TRANSFER,17
0.667,-1.776,2,CASH_OUT,8
1.782,-0.208,3,CASH_OUT,10
-0.101,-1.461,2,TRANSFER,2
0.922,-0.016,3,CASH_OUT,8
2.032,1.515,0,CASH_IN,7
0.28,0.104,3,CASH_OUT,1
-3.272,-0.726,1,PAYMENT,17
1.037,1.983,0,CASH_IN,25
0.401,-1.715,2,CASH_OUT,7
0.811,-1.849,2,CASH_OUT,10
2.223,1.966,0,CASH_IN,16
0.571,1.756,0,CASH_IN,6
1.311,-0.488,3,TRANSFER,11
-2.815,1.182,4,PAYMENT,2
-2.102,0.838,4,PAYMENT,17
0.637,-1.764,2,CASH_OUT,17
-2.709,0.904,4,PAYMENT,2
0.866,1.911,0,CASH_IN,14
1.709,1.792,0,CASH_IN,10
-0.739,0.559,4,CASH_OUT,9
-1.474,0.331,1,PAYMENT,2
-2.354,0.749,4,PAYMENT,15
-2.159,-0.974,1,PAYMENT,13
1.934,2.0,0,CASH_IN,13
-1.941,0.935,4,PAYMENT,17
0.019,-0.674,3,CASH_OUT,10
0.081,0.102,3,CASH_OUT,12
-2.527,0.852,4,PAYMENT,6
1.143,1.942,0,CASH_IN,17
2.424,-0.127,3,TRANSFER,24
2.243,1.816,0,CASH_IN,16
-0.251,-1.586,2,CASH_OUT,17
1.087,0.821,3,CASH_IN,2
-0.232,0.521,4,CASH_OUT,10
0.631,-1.784,2,CASH_OUT,15
-1.974,1.124,4,PAYMENT,15
-3.288,0.987,4,PAYMENT,10
-2.163,0.792,4,PAYMENT,13
-2.109,0.915,4,PAYMENT,11
-2.282,0.737,4,PAYMENT,16
-1.33,-1.214,1,PAYMENT,11
1.969,1.837,0,CASH_IN,15
-1.099,-1.273,1,PAYMENT,13
2.003,1.873,0,CASH_IN,4
0.247,2.342,0,TRANSFER,26
1.505,-0.14,3,CASH_OUT,8
0.634,-1.776,2,CASH_OUT,15
0.213,0.073,3,CASH_OUT,12
-1.752,-1.096,1,PAYMENT,11
1.542,1.748,0,CASH_IN,15
0.614,1.717,0,CASH_IN,16
-1.204,0.278,1,PAYMENT,16
2.28,0.003,3,TRANSFER,7
-2.391,0.775,4,PAYMENT,16
1.462,1.833,0,CASH_IN,2
1.357,-0.121,3,CASH_OUT,14
0.395,-3.043,2,CASH_OUT,1
1.89,1.762,0,CASH_IN,14
-2.352,1.152,4,PAYMENT,6
1.323,1.582,0,CASH_IN,6
1.916,1.822,0,CASH_IN,15
-2.062,-0.995,1,PAYMENT,16
0.838,-1.734,2,TRANSFER,27
1.572,-0.803,2,CASH_OUT,11
-0.823,-1.401,2,CASH_OUT,10
2.276,1.319,3,CASH_IN,17
1.122,-1.308,3,CASH_OUT,6
0.044,1.476,0,CASH_IN,24
1.398,0.75,3,CASH_OUT,2
2.375,-0.058,3,TRANSFER,8
1.56,-0.091,3,CASH_OUT,1
1.574,1.333,0,CASH_IN,10
-0.695,0.201,3,PAYMENT,17
0.027,0.042,3,CASH_OUT,12
-0.1,0.591,4,CASH_OUT,8
0.873,-1.834,2,CASH_OUT,8
0.467,0.228,3,TRANSFER,16
2.102,1.412,0,CASH_IN,17
2.118,1.93,0,CASH_IN,2
1.272,-1.826,2,TRANSFER,6
1.207,-1.938,2,CASH_OUT,10
0.353,-1.728,2,CASH_OUT,8
0.732,-1.696,2,TRANSFER,8
-2.771,0.992,4,PAYMENT,1
-0.671,1.609,0,CASH_IN,9
-2.666,0.984,4,PAYMENT,14
-1.115,-1.258,1,PAYMENT,14
1.726,1.843,0,CASH_IN,22
2.569,1.227,3,CASH_IN,1
0.862,-0.153,3,CASH_OUT,8
0.815,-1.825,2,CASH_OUT,10
-1.265,0.303,1,PAYMENT,13
1.011,-1.787,2,TRANSFER,7
1.764,1.885,0,CASH_IN,13
-1.641,0.349,1,PAYMENT,12
2.153,-0.317,3,CASH_OUT,7
-1.267,0.418,4,PAYMENT,13
1.668,1.788,0,CASH_IN,13
0.156,2.071,0,CASH_IN,9
1.073,-0.666,2,CASH_OUT,1
-1.217,0.853,4,CASH_OUT,6
-0.69,0.236,4,CASH_OUT,7
-1.988,-1.014,1,PAYMENT,11
1.041,-1.888,2,CASH_OUT,12
1.2,-1.817,2,TRANSFER,8
0.846,0.013,3,CASH_OUT,10
-0.714,0.614,4,TRANSFER,29
1.334,-0.191,3,CASH_OUT,9
-0.868,-1.317,1,PAYMENT,16
-2.164,1.01,4,PAYMENT,13
0.32,0.198,3,TRANSFER,11
0.238,-1.694,2,CASH_OUT,16
-3.136,0.942,4,PAYMENT,14
0.973,0.029,3,CASH_OUT,17
1.13,-1.928,2,CASH_OUT,2
1.387,1.668,0,CASH_IN,6
0.654,1.929,0,CASH_IN,8
0.649,-1.774,2,CASH_OUT,15
0.554,-1.766,2,CASH_OUT,10
-2.29,-0.944,1,PAYMENT,1
-1.474,-1.163,1,PAYMENT,6
-0.314,0.173,3,PAYMENT,14
1.268,0.094,3,TRANSFER,6
-0.317,0.647,4,CASH_OUT,15
0.839,-0.051,3,CASH_OUT,12
0.758,-1.825,2,CASH_OUT,8
-1.299,-1.218,1,PAYMENT,1
-1.961,1.071,4,PAYMENT,1
0.205,-2.871,2,CASH_OUT,9
1.87,1.793,0,CASH_IN,10
1.297,1.914,0,CASH_IN,15
1.926,1.27,0,CASH_IN,8
-2.294,0.857,4,PAYMENT,7
0.368,-1.712,2,CASH_OUT,10
-2.665,1.264,4,PAYMENT,16
-1.166,0.78,4,CASH_OUT,8
-2.249,0.796,4,PAYMENT,16
0.954,-1.853,2,CASH_OUT,24
2.103,0.886,3,CASH_IN,16
-3.073,1.02,4,PAYMENT,16
2.664,1.386,3,CASH_IN,24
-1.189,-1.25,1,PAYMENT,1
1.069,-1.916,2,CASH_OUT,14
-2.919,-0.788,1,PAYMENT,2
-2.34,1.113,4,PAYMENT,1
1.344,1.433,3,CASH_IN,7
1.762,-0.156,3,CASH_OUT,21
-0.297,0.137,3,CASH_OUT,15
1.754,1.619,0,CASH_IN,29
-2.481,0.964,4,PAYMENT,17
-2.915,0.996,4,PAYMENT,17
1.655,2.024,0,CASH_IN,11
0.718,-1.822,2,CASH_OUT,11
1.51,1.536,3,CASH_IN,11
1.326,1.555,0,CASH_IN,7
0.334,-1.722,2,CASH_OUT,13
1.62,0.817,3,CASH_OUT,1
2.141,1.445,0,CASH_IN,11
-2.026,-1.012,1,PAYMENT,2
-3.12,1.241,4,PAYMENT,11
2.525,-0.296,3,TRANSFER,10
-1.43,-1.181,1,PAYMENT,24
1.859,-0.493,3,TRANSFER,11
-1.527,-1.258,1,CASH_OUT,2
-2.726,1.129,4,PAYMENT,7
-2.537,0.945,4,PAYMENT,12
-2.607,0.85,4,PAYMENT,12
0.616,-1.66,2,TRANSFER,9
2.172,-0.685,3,TRANSFER,9
0.167,0.096,3,CASH_OUT,14
2.221,1.444,0,CASH_IN,15
0.79,-1.816,2,CASH_OUT,15
0.544,-1.75,2,CASH_OUT,9
1.302,1.67,0,CASH_IN,9
1.081,0.086,3,CASH_OUT,2
0.508,0.083,3,CASH_OUT,9
-2.439,1.052,4,PAYMENT,10
0.028,0.633,4,CASH_OUT,2
-1.324,-1.198,1,PAYMENT,12
1.58,-0.161,3,CASH_OUT,10
-2.125,-1.011,1,PAYMENT,15
1.545,1.842,0,CASH_IN,1
-1.581,-1.132,1,PAYMENT,15
2.085,-0.272,3,CASH_OUT,14
-2.243,1.186,4,PAYMENT,8
-2.832,0.881,4,PAYMENT,13
0.985,-0.028,3,CASH_OUT,11
0.354,-1.089,3,CASH_OUT,17
-3.344,0.999,4,PAYMENT,1
-1.232,-1.232,1,PAYMENT,24
0.802,-1.83,2,CASH_OUT,14
-0.054,0.1,3,CASH_OUT,8
-1.324,-1.219,1,PAYMENT,11
1.833,1.314,3,CASH_IN,6
-2.202,1.194,4,PAYMENT,10
0.729,-1.805,2,CASH_OUT,8
-2.75,0.836,4,PAYMENT,13
0.635,-1.776,2,CASH_OUT,2
-2.094,0.872,4,DEBIT,29
-1.618,0.695,4,DEBIT,17
1.043,-1.405,3,TRANSFER,6
0.462,-1.765,2,CASH_OUT,11
-1.288,-1.199,1,PAYMENT,16
0.394,0.087,3,CASH_OUT,11
1.153,-1.0,3,TRANSFER,6
-0.747,-1.366,1,PAYMENT,15
0.941,1.485,0,CASH_IN,10
-3.71,1.451,4,PAYMENT,14
1.115,0.008,3,CASH_OUT,8
1.86,1.675,0,CASH_IN,7
-2.177,-1.03,1,PAYMENT,1
0.188,1.516,0,CASH_IN,17
-2.982,1.095,4,PAYMENT,18
1.081,-1.895,2,CASH_OUT,12
-1.063,0.974,4,TRANSFER,15
-2.223,-0.976,1,PAYMENT,12
2.276,0.705,3,CASH_IN,11
1.537,1.869,0,CASH_IN,12
-0.029,-1.629,2,CASH_OUT,15
-0.023,-1.614,2,CASH_OUT,1
-0.249,-0.021,3,CASH_OUT,7
1.757,2.041,0,CASH_IN,8
-0.801,0.662,4,CASH_OUT,15
-1.116,-1.233,1,PAYMENT,7
-2.328,0.839,4,PAYMENT,14
0.045,0.096,3,CASH_IN,1
-1.58,-1.122,1,PAYMENT,14
-0.517,-2.613,2,TRANSFER,1
2.722,1.342,3,CASH_IN,16
-1.7,-1.116,1,PAYMENT,13
-0.618,1.435,4,CASH_OUT,6
-1.203,0.205,1,PAYMENT,12
0.555,-1.786,2,CASH_OUT,10
-1.21,-1.244,1,PAYMENT,11
-2.182,1.207,4,PAYMENT,7
-2.459,0.915,4,PAYMENT,1
0.639,0.08,3,CASH_OUT,17
1.517,-0.103,3,CASH_OUT,22
1.308,2.094,0,CASH_IN,15
1.942,1.556,0,CASH_IN,15
-2.523,0.972,4,PAYMENT,7
0.862,-0.02,3,CASH_OUT,11
1.142,-1.936,2,CASH_OUT,2
1.031,1.067,3,CASH_IN,8
1.232,-0.081,3,CASH_OUT,14
1.513,-0.472,3,TRANSFER,15
1.981,2.03,0,CASH_IN,6
-1.995,1.131,4,PAYMENT,8
-3.266,1.206,4,PAYMENT,8
0.705,-0.043,3,TRANSFER,9
0.386,-0.052,3,CASH_OUT,9
1.137,1.944,0,CASH_IN,10
1.539,-0.608,3,CASH_OUT,13
0.063,-1.624,2,CASH_OUT,16
-0.498,0.555,4,CASH_OUT,13
0.9,-0.076,3,CASH_OUT,8
0.148,-0.979,3,CASH_OUT,6
1.63,-0.57,3,CASH_OUT,9
-2.064,0.877,4,PAYMENT,17
-0.559,0.229,1,PAYMENT,17
1.638,1.153,3,CASH_IN,13
0.768,1.509,0,CASH_IN,22
0.729,-1.821,2,CASH_OUT,7
0.876,-1.866,2,CASH_OUT,11
1.37,-0.735,2,CASH_OUT,1
1.351,1.967,0,CASH_IN,1
0.872,-1.839,2,CASH_OUT,6
1.675,1.979,0,CASH_IN,16
0.75,-1.797,2,CASH_OUT,1
0.733,-1.812,2,CASH_OUT,12
-0.298,0.723,4,CASH_OUT,6
2.624,1.343,0,CASH_IN,7
-1.297,0.261,1,PAYMENT,14
-0.861,0.581,4,CASH_OUT,6
1.245,-0.102,3,CASH_OUT,22
-0.157,0.624,4,CASH_OUT,8
1.215,0.123,3,TRANSFER,1
2.25,-0.174,3,TRANSFER,17
-1.114,-1.248,1,PAYMENT,14
0.043,-1.63,2,CASH_OUT,6
0.464,-1.638,2,TRANSFER,16
1.566,1.074,3,CASH_IN,6
-1.413,-1.15,1,PAYMENT,14
-2.648,1.013,4,PAYMENT,17
-2.654,1.209,4,PAYMENT,17
1.215,-1.252,3,CASH_OUT,1
-1.722,-1.117,1,PAYMENT,11
0.681,-1.82,2,CASH_OUT,9
0.717,-1.691,2,TRANSFER,10
2.147,-1.463,3,TRANSFER,2
1.005,-1.858,2,CASH_OUT,16
2.782,0.0,3,TRANSFER,6
0.453,-1.73,2,CASH_OUT,8
0.923,-1.855,2,CASH_OUT,2
2.272,1.803,0,CASH_IN,15
0.884,0.069,3,CASH_OUT,1
1.957,1.396,0,CASH_IN,1
1.512,1.652,0,CASH_IN,12
0.71,-1.812,2,CASH_OUT,13
0.413,-1.747,2,CASH_OUT,9
-1.303,-1.224,1,PAYMENT,1
-3.08,0.769,4,PAYMENT,14
-0.796,0.588,4,CASH_OUT,12
1.086,-1.053,3,TRANSFER,1
1.923,1.865,0,CASH_IN,10
-1.102,-1.332,1,CASH_OUT,10
-0.483,0.672,4,CASH_OUT,13
2.529,0.94,3,CASH_IN,14
1.474,1.821,0,CASH_IN,1
1.378,-0.815,2,CASH_OUT,1
0.992,-1.871,2,CASH_OUT,8
0.273,1.41,0,CASH_IN,12
0.111,-1.668,2,CASH_OUT,8
-2.148,1.035,4,PAYMENT,16
-1.032,0.392,1,PAYMENT,15
1.276,-1.933,2,CASH_OUT,12
-1.02,-1.254,1,PAYMENT,8
2.33,1.363,0,CASH_IN,2
-2.231,1.019,4,PAYMENT,6
1.019,-1.07,2,TRANSFER,12
-0.924,0.251,1,PAYMENT,17
-1.849,-1.05,1,PAYMENT,11
0.896,-0.013,3,CASH_OUT,11
0.273,1.738,0,CASH_OUT,10
-2.179,0.889,4,PAYMENT,22
1.158,1.473,3,CASH_IN,12
1.812,1.998,0,CASH_IN,7
1.52,-0.64,3,CASH_OUT,9
-2.741,0.993,4,PAYMENT,2
0.282,-1.686,2,CASH_OUT,11
0.646,-0.041,3,CASH_OUT,14
2.086,1.686,0,CASH_IN,1
-3.61,0.944,4,PAYMENT,9
-1.56,-1.113,1,PAYMENT,2
-2.432,0.851,4,PAYMENT,13
-2.717,1.156,4,PAYMENT,6
1.212,-0.939,3,TRANSFER,15
-2.395,-0.91,1,PAYMENT,8
1.551,1.668,0,CASH_IN,10
-2.257,-0.953,1,PAYMENT,1
0.47,-1.744,2,CASH_OUT,1
-2.466,1.211,4,PAYMENT,9
-0.335,1.331,0,CASH_IN,6
-2.404,0.802,4,PAYMENT,2
0.789,-1.841,2,CASH_OUT,2
1.214,-1.943,2,CASH_OUT,7
-1.961,-1.025,1,PAYMENT,7
-2.03,0.94,4,PAYMENT,11
-2.316,0.927,4,PAYMENT,1
-1.617,-1.102,1,PAYMENT,13
-1.703,-1.112,1,PAYMENT,11
1.217,1.92,0,CASH_IN,15
1.725,-0.068,3,CASH_OUT,13
2.383,1.293,3,CASH_IN,13
-2.708,0.989,4,PAYMENT,29
-2.939,0.861,4,PAYMENT,9
-2.085,-0.986,1,PAYMENT,11
0.536,-1.737,2,CASH_OUT,28
-0.351,-1.55,2,CASH_OUT,2
-0.657,0.079,3,PAYMENT,9
1.573,1.227,0,CASH_IN,14
-0.07,-0.239,3,CASH_OUT,12
0.184,-1.663,2,CASH_OUT,2
2.108,1.663,0,CASH_IN,21
1.099,-0.093,3,CASH_OUT,13
-2.406,0.863,4,PAYMENT,8
-2.727,1.305,4,PAYMENT,1
1.646,-0.179,3,CASH_OUT,17
-0.734,0.236,1,PAYMENT,9
1.069,-1.884,2,CASH_OUT,16
-2.569,1.147,4,PAYMENT,2
-1.056,0.654,4,TRANSFER,14
0.806,-1.843,2,CASH_OUT,6
-1.305,-1.195,1,PAYMENT,13
0.596,0.025,3,CASH_OUT,9
0.886,-1.842,2,CASH_OUT,17
1.111,-1.403,3,CASH_OUT,2
0.524,0.068,3,CASH_OUT,13
1.085,1.63,0,CASH_IN,17
-1.213,-1.226,1,PAYMENT,17
2.041,1.706,0,CASH_IN,7
-1.473,-1.149,1,PAYMENT,14
1.015,-1.881,2,CASH_OUT,17
1.714,1.344,0,CASH_IN,11
1.754,1.302,0,CASH_IN,17
1.045,-0.011,3,CASH_OUT,9
0.613,-1.785,2,CASH_OUT,1
-1.751,-1.067,1,PAYMENT,6
1.557,-0.418,3,CASH_OUT,9
1.976,1.818,0,CASH_IN,6
-1.349,-1.195,1,PAYMENT,6
0.517,-1.75,2,CASH_OUT,14
0.918,-1.723,2,TRANSFER,4
-3.277,0.964,4,PAYMENT,11
-1.039,-1.274,1,PAYMENT,14
1.806,1.459,0,CASH_IN,20
1.907,1.495,0,CASH_IN,1
1.831,-1.34,3,TRANSFER,6
0.404,0.071,3,CASH_OUT,9
1.732,-1.968,2,TRANSFER,17
-1.706,-1.093,1,PAYMENT,2
1.22,-1.948,2,CASH_OUT,17
1.163,0.0,3,TRANSFER,11
0.93,-1.865,2,CASH_OUT,6
-0.969,0.512,4,CASH_OUT,23
-3.418,1.288,4,PAYMENT,10
2.234,1.814,0,CASH_IN,6
-0.229,0.07,3,CASH_OUT,10
1.007,-1.882,2,CASH_OUT,13
1.985,0.038,3,TRANSFER,10
-0.467,0.631,4,CASH_OUT,14
0.755,-1.792,2,CASH_OUT,8
-2.103,0.244,1,PAYMENT,10
-1.337,-1.208,1,PAYMENT,14
2.167,-0.48,3,TRANSFER,8
-3.314,0.659,4,PAYMENT,6
-0.329,0.108,3,PAYMENT,22
1.247,-0.073,3,TRANSFER,17
-0.381,-0.014,3,PAYMENT,15
1.496,-0.133,3,CASH_OUT,6
-2.608,1.183,4,PAYMENT,25
0.88,-1.828,2,CASH_OUT,17
-1.267,0.405,1,PAYMENT,15
1.004,-1.824,2,TRANSFER,15
-1.395,0.222,1,PAYMENT,9
1.581,2.074,0,CASH_IN,17
2.153,1.648,0,CASH_IN,8
0.552,-1.755,2,CASH_OUT,1
1.813,-0.111,3,CASH_OUT,17
-0.493,-1.079,3,CASH_OUT,8
-2.988,1.05,4,PAYMENT,12
-1.866,1.141,4,PAYMENT,1
0.267,0.194,3,TRANSFER,14
1.25,0.046,3,TRANSFER,16
1.047,0.01,3,CASH_OUT,2
0.173,-3.203,2,CASH_OUT,1
-0.976,-0.14,4,CASH_OUT,1
0.024,-0.465,3,CASH_IN,1
0.243,-1.685,2,CASH_OUT,2
1.753,1.743,0,CASH_IN,12
0.695,-1.789,2,CASH_OUT,14
-2.094,0.153,1,PAYMENT,8
1.354,-0.112,3,CASH_OUT,10
-1.371,0.752,4,CASH_OUT,14
-1.793,-1.096,1,PAYMENT,16
1.902,1.786,0,CASH_IN,10
2.177,-0.413,3,TRANSFER,15
-2.1,0.852,4,PAYMENT,13
0.771,-1.701,2,TRANSFER,10
-0.065,0.579,4,CASH_OUT,13
-2.881,1.076,4,PAYMENT,13
-2.432,1.025,4,PAYMENT,1
1.832,1.598,0,CASH_IN,13
1.539,-0.193,3,CASH_OUT,16
-1.968,-1.037,1,PAYMENT,2
-3.429,0.823,4,PAYMENT,17
0.335,-1.722,2,CASH_OUT,1
1.857,1.751,0,CASH_IN,15
0.716,-0.057,3,CASH_OUT,15
-1.474,-1.17,1,PAYMENT,14
1.599,-3.044,2,TRANSFER,13
-1.521,-1.161,1,PAYMENT,6
-2.474,0.777,4,PAYMENT,2
-1.737,-1.092,1,PAYMENT,6
2.245,1.222,3,TRANSFER,1
0.941,1.779,0,CASH_IN,6
-1.46,-1.188,1,PAYMENT,8
-2.524,1.014,4,PAYMENT,7
0.789,-0.227,3,CASH_OUT,15
2.17,1.765,0,CASH_IN,16
-1.174,-1.246,1,PAYMENT,11
2.365,-0.034,3,TRANSFER,17
-1.54,0.766,4,DEBIT,1
0.924,-1.839,2,CASH_OUT,1
1.009,-1.899,2,CASH_OUT,16
1.858,0.011,3,TRANSFER,12
0.502,0.13,3,CASH_OUT,16
2.128,1.056,0,CASH_OUT,6
1.603,0.018,3,TRANSFER,8
-2.257,0.851,4,PAYMENT,6
1.221,1.913,0,CASH_IN,16
2.142,0.619,3,CASH_OUT,1
0.836,-3.166,2,TRANSFER,1
1.422,1.528,0,CASH_IN,16
-3.199,-0.734,1,PAYMENT,2
-1.768,0.28,1,PAYMENT,2
-2.15,0.916,4,PAYMENT,2
2.087,1.79,0,CASH_IN,8
1.356,-1.978,2,CASH_OUT,1
-2.089,0.228,1,PAYMENT,9
-1.619,-1.115,1,PAYMENT,7
1.571,1.886,0,CASH_IN,13
0.673,0.095,3,CASH_OUT,6
-0.74,0.625,4,CASH_OUT,6
1.699,1.241,3,CASH_IN,19
1.026,0.052,3,CASH_OUT,9
-1.111,2.234,4,CASH_IN,8
0.631,0.101,3,CASH_OUT,2
0.884,-1.841,2,CASH_OUT,12
0.686,-1.775,2,CASH_OUT,14
-1.571,-1.128,1,PAYMENT,11
-2.747,1.066,4,PAYMENT,17
0.17,-0.212,3,CASH_IN,1
1.73,1.324,0,CASH_IN,7
1.188,-0.084,3,CASH_OUT,2
1.693,-0.697,2,CASH_OUT,1
-1.726,0.663,4,CASH_OUT,7
-0.64,0.082,4,CASH_IN,1
1.411,1.983,0,CASH_IN,1
-2.178,1.055,4,PAYMENT,7
-0.078,-1.613,2,CASH_OUT,15
0.931,-1.858,2,CASH_OUT,16
-1.401,0.396,4,CASH_OUT,12
-1.482,-1.182,1,PAYMENT,9
-2.223,1.272,4,PAYMENT,1
-2.209,1.149,4,PAYMENT,10
1.641,-0.6,3,CASH_OUT,16
1.976,1.965,0,CASH_IN,12
-2.257,0.974,4,PAYMENT,9
1.511,-0.154,3,CASH_OUT,7
-2.066,0.949,4,PAYMENT,20
-2.399,-0.906,1,PAYMENT,13
-3.521,0.993,4,PAYMENT,13
-0.091,-0.106,3,CASH_IN,1
-2.78,0.967,4,PAYMENT,23
-0.946,-1.311,1,PAYMENT,16
-0.903,-1.322,1,PAYMENT,8
-1.032,-1.261,1,PAYMENT,9
2.409,1.317,3,CASH_IN,9
0.63,-1.794,2,CASH_OUT,12
1.175,-0.146,3,CASH_OUT,17
1.628,2.007,0,CASH_IN,1
-3.513,1.111,4,PAYMENT,1
-2.157,0.814,4,PAYMENT,17
-1.972,0.832,4,PAYMENT,30
-1.492,-1.173,1,PAYMENT,12
2.357,1.757,0,CASH_IN,14
-0.299,-2.798,2,CASH_OUT,1
0.634,-1.796,2,CASH_OUT,11
1.991,-0.227,3,CASH_OUT,7
1.07,-1.759,2,TRANSFER,16
2.294,1.32,3,CASH_IN,17
0.928,1.929,0,CASH_IN,23
1.367,-1.844,2,TRANSFER,9
-2.278,0.959,4,PAYMENT,29
0.438,0.086,3,CASH_OUT,1
1.523,0.126,3,TRANSFER,10
